Cinsiyet,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi,Yaş Grubu_18-30,Yaş Grubu_31-40,Yaş Grubu_41-50,Yaş Grubu_51-60,Yaş Grubu_>60
1,0,2,0,0.11084415123031766,1,0,0.030001495685484714,0.1343323168074606,0,obek_2,0.19635962440682758,0,0,1,0,0
1,0,8,1,0.10108606461568131,2,3,0.023074103859760373,0.22284994514068363,0,obek_2,0.18025366904348333,0,0,0,1,0
1,0,3,0,0.11374718130189945,2,2,0.021613075808610008,0.3213504005462264,0,obek_2,0.14867167020474187,1,0,0,0,0
1,1,3,1,0.13754665832166843,1,0,0.030037488344196936,0.1650439469023491,0,obek_2,0.184858981492285,0,0,0,0,1
1,0,0,0,0.09097948204555209,3,3,0.015102400194174026,0.3802195522978178,0,obek_2,0.26556460983367425,0,0,1,0,0
1,0,1,0,0.12798253228160197,1,0,0.022301148553125344,0.25290490971840945,0,obek_2,0.20066883666873755,0,1,0,0,0
1,0,7,0,0.10357706004251932,1,2,0.02163482264734272,0.25746493478323357,0,obek_2,0.17252373636646434,1,0,0,0,0
1,1,1,0,0.1278390375047521,2,3,0.027601939780701717,0.3067040440884687,0,obek_2,0.20164041886581427,1,0,0,0,0
1,1,1,0,0.061670071514946335,1,1,0.026410627109912724,0.4402836892627909,0,obek_2,0.1466820098815008,0,0,0,0,1
1,0,1,0,0.11946285965167164,2,3,0.027269643079581088,0.23700892901849438,0,obek_2,0.20069529428551308,1,0,0,0,0
1,1,0,0,0.11745805990559702,0,3,0.022778828239838914,0.20697786467759308,0,obek_2,0.11124818100371123,0,0,0,1,0
1,1,2,2,0.12435650881579971,1,2,0.020318255776207356,0.38312276923691896,0,obek_2,0.12797889581441965,0,1,0,0,0
1,1,3,0,0.0937566694996699,3,2,0.028349964888722434,0.37977793200457477,0,obek_2,0.22552733113123455,0,0,1,0,0
1,0,0,1,0.1272063084627714,1,1,0.021321505501876586,0.27662772390109186,0,obek_2,0.1981356048274439,1,0,0,0,0
1,0,3,0,0.1031364413819022,0,3,0.029326815679466975,0.41479388642088366,0,obek_2,0.17248932652516905,0,0,1,0,0
1,1,0,0,0.11666362318478765,2,4,0.037991074392707366,0.33345420177279017,0,obek_2,0.20143398964638007,0,0,0,1,0
1,0,2,0,0.10329076994171171,3,2,0.024594854023565454,0.3337061665255485,0,obek_2,0.14146594349999786,0,0,0,1,0
1,0,3,0,0.10025069245141083,2,2,0.019350404175128386,0.26590654132536845,0,obek_2,0.16695260644328344,0,1,0,0,0
1,0,1,1,0.06903831552649237,3,4,0.027542794556828815,0.40977580721528756,0,obek_2,0.16730657792486645,0,0,1,0,0
0,0,8,2,0.37354399106719116,1,0,0.874542124959371,0.46400308735723805,0,obek_2,0.19075276770727015,0,0,0,1,0
1,0,2,1,0.09894958287351452,0,2,0.022308776223767007,0.39354489684688315,0,obek_2,0.20012892144531116,1,0,0,0,0
1,0,3,0,0.08238081085901422,3,2,0.026341591727391367,0.32302648635595094,0,obek_2,0.22256255305647132,0,0,1,0,0
1,0,3,1,0.11521137065140438,2,3,0.020433485250534872,0.40611501669554906,0,obek_2,0.19479635942257087,0,0,0,0,1
1,0,3,0,0.07341647823392713,1,2,0.03175677091219967,0.27404368395776235,0,obek_2,0.17240527763483818,0,0,0,1,0
1,0,2,0,0.13061983082887435,1,3,0.04740805832735996,0.48314221707656807,0,obek_2,0.22256591868501527,1,0,0,0,0
1,1,2,1,0.11149338909736803,3,3,0.017133534670321193,0.13880626777864805,0,obek_2,0.173304687919602,0,1,0,0,0
1,0,0,0,0.10923788784053196,2,2,0.027399035354677914,0.2061445680998612,0,obek_2,0.1547287182926867,0,0,0,0,1
1,0,0,0,0.09505979738197357,1,3,0.0,0.34802244906016183,0,obek_2,0.11687442877247065,0,0,0,0,1
1,0,3,2,0.07092676099081538,2,3,0.026031246209560516,0.19770129061546013,0,obek_2,0.1522426938067219,0,0,0,1,0
1,1,1,0,0.08028099309074102,1,2,0.03542056182317865,0.32418134679765354,0,obek_2,0.13626550352227745,0,1,0,0,0
1,0,2,0,0.10241209226534123,0,2,0.017873930765447937,0.2584394293904859,1,obek_2,0.19441079884644055,0,0,1,0,0
0,0,3,2,0.38689656462851163,2,1,0.6998085940177066,0.4395165959291826,0,obek_2,0.1711685227320995,0,0,0,1,0
1,0,2,0,0.07312833415219222,3,2,0.029584128780206026,0.27336260620112146,0,obek_2,0.20830165328228564,0,0,0,0,1
0,0,0,1,0.14419810522034046,0,3,0.07258604241597835,0.2097107425519197,0,obek_2,0.09438354244742297,0,0,1,0,0
1,0,2,0,0.08930027457445214,0,3,0.02622511680750869,0.3622305546370179,0,obek_2,0.22358869814952187,0,1,0,0,0
1,0,1,0,0.09965812609227431,0,1,0.03138377176864192,0.2548950548414672,0,obek_2,0.19325250514167241,0,0,1,0,0
1,0,2,1,0.08400840318957842,2,3,0.021788182023444402,0.2174550694590085,0,obek_2,0.209040047951544,1,0,0,0,0
1,0,3,0,0.133473279291435,1,2,0.023404928411420778,0.5051752852130598,0,obek_2,0.16628592042072618,1,0,0,0,0
1,0,0,0,0.11147280512612615,0,3,0.03228909959751074,0.33233851017129523,0,obek_2,0.21635144173361398,0,0,0,0,1
1,0,3,0,0.09189867215540751,1,2,0.024847979995155214,0.3726816330294901,0,obek_2,0.2651367678198957,0,0,0,1,0
0,0,6,1,0.270747409833829,0,0,0.5821721902065335,0.36019292230032174,0,obek_2,0.3882782944897074,0,0,1,0,0
1,0,0,0,0.07892212988188363,1,3,0.03666576746713292,0.17845374650404364,0,obek_2,0.19801394089900393,0,0,1,0,0
1,1,2,2,0.10021971399245655,0,1,0.034264591344279255,0.2968218682207101,0,obek_2,0.19776711798812774,0,0,1,0,0
1,1,3,0,0.0911072578719048,1,3,0.017699621208992905,0.2172578454113508,0,obek_2,0.2559198402777171,0,0,0,1,0
1,0,0,0,0.10021314296296852,3,3,0.027090495997374897,0.34570333523646435,0,obek_2,0.19905835857725257,0,0,1,0,0
0,1,5,0,0.21033920187560845,1,2,0.148630225467154,0.7055640626144876,1,obek_2,0.4685908347251324,1,0,0,0,0
1,0,2,0,0.06599351772674178,3,3,0.027106602572942076,0.4192809490805873,0,obek_2,0.17693560357364255,0,0,1,0,0
1,0,2,0,0.12942962004603661,1,3,0.024681386359992424,0.32459471435552917,0,obek_2,0.15361227663683305,1,0,0,0,0
1,0,1,0,0.10331752167992131,0,2,0.015817636414001912,0.3910785739700983,0,obek_2,0.2514107625853019,0,0,1,0,0
