Cinsiyet,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi,Yaş Grubu_18-30,Yaş Grubu_31-40,Yaş Grubu_41-50,Yaş Grubu_51-60,Yaş Grubu_>60
0,0,3,2,0.24710087163466962,2,2,0.07778822701749777,0.23859713244054684,0,obek_3,0.05504883964491198,0,0,0,1,0
0,0,2,0,0.30779650057842806,0,2,0.1098975134378144,0.22733985657746938,0,obek_3,0.069201690291148,0,1,0,0,0
1,0,3,1,0.1851225854739261,2,3,0.06894871725395177,0.2465304087587765,0,obek_3,0.0640742603551259,1,0,0,0,0
0,1,5,1,0.37933401365903036,3,0,0.8025854510835817,0.39751202019610854,0,obek_3,0.2196330325514014,0,0,0,1,0
0,0,5,2,0.1508845889885789,3,2,0.08337287066281837,0.2424785479875971,0,obek_3,0.08219010553674697,0,0,0,1,0
0,1,3,0,0.16123853971686036,0,0,0.09188241958119059,0.211289267490281,0,obek_3,0.07703148109517127,0,0,0,1,0
0,0,1,1,0.16336721360425005,3,1,0.049742283699521245,0.24556512926651503,0,obek_3,0.0721797183243452,1,0,0,0,0
0,1,3,3,0.21948791555759337,1,0,0.1009309069203558,0.23836487626883945,0,obek_3,0.0593839454967709,0,1,0,0,0
0,0,6,1,0.2344623172379943,1,2,0.0914447357105597,0.2076992385975526,0,obek_3,0.06467143287109342,0,0,0,1,0
0,0,0,1,0.29771258391458133,0,2,0.08899626305917693,0.23856847902042166,0,obek_3,0.05767324291412405,1,0,0,0,0
0,0,2,1,0.22401177763330607,1,1,0.06311087279749195,0.20780241698531904,0,obek_3,0.07403834390023945,0,0,0,0,1
0,0,3,1,0.22545072245467565,3,1,0.07065970699982052,0.20044602032741338,0,obek_3,0.0619630469656906,0,1,0,0,0
0,0,4,0,0.29138331911647264,0,3,0.07526485063501037,0.22752453184220928,0,obek_3,0.0734947424572523,0,0,1,0,0
0,0,3,1,0.18549068135741653,1,0,0.08952949163007592,0.19080228665292728,0,obek_3,0.056834189410924545,0,0,0,1,0
0,0,1,1,0.12585815743551185,0,0,0.07712841377365262,0.2741552826699446,0,obek_3,0.05946810260565278,0,0,0,1,0
1,0,4,1,0.2572292804399589,0,3,0.07863007056904009,0.23223035474710332,0,obek_3,0.05951634206412152,1,0,0,0,0
0,0,2,2,0.18500656668713847,0,2,0.08778281574308014,0.24444758557066062,0,obek_3,0.07556416898788826,0,1,0,0,0
0,0,6,1,0.13385604573653978,1,3,0.10825911998688911,0.2041162513823762,0,obek_3,0.08037128875146551,0,0,1,0,0
0,1,3,1,0.14846714327367183,0,1,0.07945954286831217,0.21907769066077962,0,obek_3,0.055739974204141,1,0,0,0,0
0,1,3,1,0.2824565558835312,0,0,0.09094716868685854,0.21222271216331856,0,obek_3,0.06865433732484424,0,0,0,1,0
0,0,0,1,0.2888751567795939,1,0,0.08973575801530378,0.2285900373948272,0,obek_3,0.05872910696842349,0,1,0,0,0
0,0,0,1,0.09962082277914022,3,3,0.07441480294297786,0.22999031677235277,0,obek_3,0.06401223384394994,1,0,0,0,0
0,0,2,1,0.3399593584292221,1,0,0.08693355635695038,0.2438786296247843,0,obek_3,0.05326401677634323,0,0,0,1,0
0,0,0,1,0.3915917700087852,0,3,0.07354928007626896,0.21550819988809444,0,obek_3,0.07320923000263027,0,0,0,0,1
1,0,0,2,0.2679185400209597,0,3,0.08917023384561676,0.23019908811290268,0,obek_3,0.08850563918372303,0,1,0,0,0
1,0,3,2,0.2873464252537153,2,1,0.08758826857800478,0.21390870748163449,0,obek_3,0.07765106955912543,0,0,1,0,0
1,0,4,0,0.20005481014412532,0,2,0.09792306800624012,0.22577933502060848,0,obek_3,0.0445239949661662,0,0,0,0,1
0,1,2,0,0.16114461490519597,1,0,0.08258842935028568,0.2528684740041393,0,obek_3,0.05920192088143076,0,1,0,0,0
